id	path	line	end	name	signature	kind	va	body_sha256	status	casts	unions	gotos	address	owner	outside	varargs	reuse	stack	bounds	note
src/SOURCE/dpnetwin.cpp:dpProcessMessages(void)#1	src/SOURCE/dpnetwin.cpp	240	269	dpProcessMessages	(void)	cpp	0x00436e9b	1d4effbfd84b360472e1605ce817aaba1a7ec848dab8a75dff30a242f40d9892	reviewed	applied	absent	absent	absent	absent	absent	absent	absent	open	open	C18 applied: SDK DPID owners remove two output-pointer reinterpretations and one scalar conversion with complete native/retail proof. S27 unread i/j slots remain. B42: size starts256 in268-byte rcvBufIn, but an error/DPSD reentry can continue with modified size and stale outputs; successful packets still need tag-specific minimum lengths.
src/SOURCE/dpnetwin.cpp:dpEvaluateMessage(u32l size,i32 sender)#1	src/SOURCE/dpnetwin.cpp	272	318	dpEvaluateMessage	(u32l size,i32 sender)	cpp	0x00436f33	425198d2da5f142edd0549b5bb8db3cca4b2b2fa22bd516ddef33eea1ba0f5d3	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: C07 applied: erased payload carrier and tag-specific record views replace the false startup-typed guest carrier; actual signed startup fields preserve MOVSX. Complete20-arm families and all98-object native/four-function retail proof in C07.md. Case-local pointer and payload rename rejected by actual native bytes. B20 retail size-1 allocation/copy versus stored size remains; B42 unchecked packet extent, player count/map indices and queue-full contracts remain.
src/SOURCE/dpnetwin.cpp:dpWaitForFirstGuest(void)#1	src/SOURCE/dpnetwin.cpp	321	361	dpWaitForFirstGuest	(void)	cpp	0x00437177	d20ab28c47243dc817c777b7fc8e0c39f05efb9a5c768989c6003abeb16f7a54	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	retain	open	SDK DPSESSIONDESC is a real initialized output/input aggregate; literal Heroes 2 fits session name. MaxPlayers6 and mapping index0 are explicit. B42 retained provider GUID and Open/CreatePlayer failure/lifecycle contracts remain, not spare stack storage.
src/SOURCE/dpnetwin.cpp:dpWaitForExtraGuests(void)#1	src/SOURCE/dpnetwin.cpp	364	382	dpWaitForExtraGuests	(void)	cpp	0x004372e1	b01b58c295c5f0e880fe38d0a75136dbefa5bff02b0dfd904bf7f7a341fc1f74	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: U01 real widget message transitions from formatted gText[768] to dialog text payload; one signed integer plus fixed text fits. No unread aggregate members are inferred from a tagged event record.
src/SOURCE/dpnetwin.cpp:dpWaitForHost(void)#1	src/SOURCE/dpnetwin.cpp	385	484	dpWaitForHost	(void)	cpp	0x0043735d	e6882e14fc0ec17500afdc608d5cd481acb9c7772ef38ee5896b45cae7438782	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	retain	open	Real SDK descriptor, DWORD timeout and text[32]; WFHS plus signed32 decimal needs at most17 bytes. State enum cast is for formatting. B42: session index is bounded by iMaxSession but enumeration can exceed lSessions[10]; borrowed GUID/lifecycle contracts remain.
src/SOURCE/dpnetwin.cpp:DPSD(i32 result,char * file,i32 line)#1	src/SOURCE/dpnetwin.cpp	487	592	DPSD	(i32 result,char * file,i32 line)	cpp	0x004376f3	b15c22982d8e89d5ef9dea1dc2726f23b80e70b0ff8aefb49c111b99bd9ada51	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	open	retain	S27 unused flag local. errorText[200] holds fixed error names (at most25 bytes including NUL); all file arguments are the fixed RETAIL_FILE path, and combined error/path/line text fits gText[768]. Early DP_OK return leaves bInDPSD set, but changing behavior is not a reconstruction cleanup.
src/SOURCE/kbwin.cpp:WinMain(HINSTANCE instance,HINSTANCE previousInstance,char * commandLine,i32 showCommand)#1	src/SOURCE/kbwin.cpp	20	67	WinMain	(HINSTANCE instance,HINSTANCE previousInstance,char * commandLine,i32 showCommand)	cpp	0x00470e30	9d83d33c733875ee1a00de83c3110b256f01c76405aa66a92699e5842bcc0dad	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Real `MSG` and named event. Clears 61 then copies at most 60 into the actual 64-byte command-line owner, guaranteeing NUL at index 60. Fixed startup `%s` needs 73/768 bytes including NUL. Early setup/init failure returns without normal explicit event cleanup; normal shutdown owns cleanup. Input command-line pointer must be valid. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 274 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:AppInit(HINSTANCE instance,HINSTANCE previousInstance,i32 showCommand,char * commandLine)#1	src/SOURCE/kbwin.cpp	70	167	AppInit	(HINSTANCE instance,HINSTANCE previousInstance,i32 showCommand,char * commandLine)	cpp	0x00470f42	7768ebafd0f4e91f098d386a19ee2c143e4f21d5fa02fb01804c38d498217717	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: C74 handle cast removed. Clears the full 1024-byte message owner and makes 23 bounded enable writes. All ten `WNDCLASSA` fields initialized on registration path; all four rectangle fields initialized before adjustment. Configuration has two graphics entries, requiring `giCurExe` 0/1, valid dimensions, handles/resources and lifecycle. Adjustment/API results and dimension arithmetic remain unchecked. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 748 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:AppIdle(void)#1	src/SOURCE/kbwin.cpp	170	175	AppIdle	(void)	cpp	0x0047122e	d448da7d7be3b03ab703a612f3d680db30f3f234f3550d8a4cf4c71613258c7b	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Both branches return 1; no listed pattern applies. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 26 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:AppWndProc(HWND window,UINT message,WPARAM messageParam,LPARAM messageData)#1	src/SOURCE/kbwin.cpp	178	287	AppWndProc	(HWND window,UINT message,WPARAM messageParam,LPARAM messageData)	cpp	0x00471248	a792b178497a228d9e4f73db41a0dc6220697b1b45098bebe696551ce1f2f7a5	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Unsigned `message > 0x3ff` short-circuits before lookup, covering every `UINT`. Custom CD message 953 is admitted but falls through without a dedicated case. Real shared timer/style scratch; signed tick arithmetic can overflow. Valid graphics index and initialized managers/window resources required. WM_SIZE null-window path short-circuits later scratch reads. WM_CLOSE/DESTROY/QUIT fallthrough preserved; normal ShutDown exits, so no demonstrated quit-loop hang. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 1595 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:AppAbout(HWND dialog,UINT message,WPARAM messageParam,LPARAM messageData)#1	src/SOURCE/kbwin.cpp	290	308	AppAbout	(HWND dialog,UINT message,WPARAM messageParam,LPARAM messageData)	cpp	0x00471883	b7a8e2f3190a0bedc67a2b42a30ae36d6a04878c9aef69b5e16b2e6d4301dc1c	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	open	open	S67 retains two unread decoded fields after complete product. WM_INITDIALOG returns immediately; other paths call PollSound. Valid dialog/sound lifecycle required. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 103 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:AppExit(void)#1	src/SOURCE/kbwin.cpp	311	314	AppExit	(void)	cpp	0x004718ea	ae952cddfdc1ca8f66350ecd3afcbf456f5af041ba66bfbe7b233baa64e108e7	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	retain	Graphics then menu cleanup; real external owner lifecycle, no artificial local storage. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 15 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:Process1WindowsMessage(void)#1	src/SOURCE/kbwin.cpp	317	337	Process1WindowsMessage	(void)	cpp	0x004718f9	a7c695cc8f8174a62423f7af9b98cb42fb0abb04145db38365b5e0890f956e06	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Real SDK message record; drains without special WM_QUIT handling. Periodic GetMessage tests nonzero, so API -1 can enter dispatch using stale message state. No API failure/quit-propagation fix inferred. Signed tick differences can overflow; initialized sound manager required. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 161 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:ResizeWindow(i32 x,i32 y,i32 width,i32 height)#1	src/SOURCE/kbwin.cpp	340	368	ResizeWindow	(i32 x,i32 y,i32 width,i32 height)	cpp	0x0047199a	949fdf749ceb9dd04e45a960d438eb926ba43a211a66758970580332a4e8afed	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Same rectangle carries related window-position then adjusted-size phases. Ignored GetWindowRect failure can leave position fields uninitialized before -1-coordinate fallback. Index, dimensions, arithmetic and API/window contracts remain open. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 293 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:AppCommand(HWND window,UINT message,WPARAM messageParam,LPARAM messageData)#1	src/SOURCE/kbwin.cpp	371	419	AppCommand	(HWND window,UINT message,WPARAM messageParam,LPARAM messageData)	cpp	0x00471abf	7d6efa70b427c12b01d296c2a2db2620625026316524ff2152ea7150048ef3e4	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Enum-domain and SDK callback casts retained. LOWORD command delegates unknown IDs. Boolean fullscreen domain required for `1 - fullScreen`; dialog/help/window lifecycle remains caller-owned. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 353 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:UpdateDfltMenu(HMENU menu)#1	src/SOURCE/kbwin.cpp	422	438	UpdateDfltMenu	(HMENU menu)	cpp	0x00471c20	fef5fcd9da134bbd33f88da5dc5bdb6ebe0d727d2de3e47152142b01d77cf938	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: S67 retains unused scalar pair; real width/resource policy and menu handle, no buffer or fabricated aggregate. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 177 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:KBChangeMenu(HMENU menu)#1	src/SOURCE/kbwin.cpp	441	458	KBChangeMenu	(HMENU menu)	cpp	0x00471cd1	55a5f47673211eae2e05b2527651eedc89441a849fbfaf16485677b1aec51cfa	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: NULL reuses current menu; non-NULL updates owner. Guarded menu updates and redraw depend on initialized configuration/window/menu resources. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 143 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:SetMenuStatus(i32 showMenu)#1	src/SOURCE/kbwin.cpp	461	486	SetMenuStatus	(i32 showMenu)	cpp	0x00471d60	a8b2891e1e21b92dd6012570fed0a1881485a8a92228e840c3f2b463211b4eb1	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: S67 retains style-result slots/stores. Saved dimensions intentionally survive KBChangeMenu callbacks. Boolean menu/fullscreen domain and resize/API contracts remain. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 279 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:SetNoDialogMenus(b32 menusEnabled)#1	src/SOURCE/kbwin.cpp	489	498	SetNoDialogMenus	(b32 menusEnabled)	cpp	0x00471e77	b677734e43f854b7c24ab5f02e0f5da9ec6e19497c62510abb299767e686f49b	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	State guards and null-menu guard precede mutation. `1 - enabled` needs boolean input; valid menu lifecycle. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 83 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:SetMenus(HMENU menu,b32 enabled)#1	src/SOURCE/kbwin.cpp	501	537	SetMenus	(HMENU menu,b32 enabled)	cpp	0x00471eca	376a182e45a966d195c87b75475c3ebcf14914210dce5db34ee3b4dc65997a07	reviewed	applied	absent	absent	absent	absent	absent	absent	absent	absent	open	C74 unsigned sentinel cast removed. Actual 70x7 table with boolean flags and all-zero row 0. Initializes match to 0 and searches 0..69, retaining the last match; unknown IDs are bounded fallback, not uninitialized index. Count -1 skips loop; submenu recursion requires valid acyclic menu tree, unchecked GetSubMenu failure remains. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 302 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:KBTickCount(void)#1	src/SOURCE/kbwin.cpp	540	542	KBTickCount	(void)	cpp	0x00471ff8	77ef253c6cf0e3fb60c737f7d3c43ffd1c29e93e81430f5848344fb0e362937e	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	retain	SDK DWORD result returned as proven retail long bit pattern; signed consumers' overflow contracts are not repaired here. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 11 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/kbwin.cpp:InitVideo(void)#1	src/SOURCE/kbwin.cpp	545	547	InitVideo	(void)	cpp	0x00472003	98b66d7f4a7c4c7c1b5e522457da0d0f565ef098d018f78961d16c049d150f7d	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Empty return; no listed pattern applies. No goto/manual varargs/artificial address/enclosing-owner subtraction/fake union or stack aggregate. Full 5 retail bytes/sites/ordered targets pass, no exceptions. C74/S67/B89 report; combined all98 native objects unchanged.
src/SOURCE/netwin.cpp:is_netbios_avail(void)#1	src/SOURCE/netwin.cpp	64	79	is_netbios_avail	(void)	cpp	0x00473da0	c50b01954c2e09df79d9da0f7b89e1f7f4c51f472202621954a2c5c66b511b37	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	retain	Real64-byte control block cleared for each bounded adapter probe0..253; API protocol fields fit modeled layout. No fake stack aggregation.
src/SOURCE/netwin.cpp:nb_init(u16 maxNames,u16 maxSessions)#1	src/SOURCE/netwin.cpp	82	130	nb_init	(u16 maxNames,u16 maxSessions)	cpp	0x00473e34	cc5ca9e316ee5edfc82ba8ba8f15a0ca8e722342b9f900773d72d4e7def8e32a	reviewed	retain	applied	absent	absent	absent	absent	absent	absent	open	retain	S23 unread result scalar; S24 ten-handle owner but only9 initialized/created. Full arrays7 initialized with sizeof; index0/6 supplied by all callers. Allocator void*->u8* is real byte-status output, API block/reset name slots0/2 bounded16. U07/S24 follow-up applied: byte-only4096-byte payload and exact nine-handle36-byte event owner; all named consumers reconciled. Whole98-object native equivalence and this function complete retail bytes/size/DIR32 sites/ordered targets pass. S23 unread locals and B38/B40 protocol/lifecycle contracts remain separate. See U07-S24.md.
