source_file	source_enum	source_line	starting_members	retained_members	reused_or_moved_members	reason	members
src/SOURCE/Newgame.cpp	NewGameKeyCode	107	13	3	10	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""GAME_KEY_ENTER"",""retail"":10,""strict"":10},{""name"":""GAME_KEY_BACKSPACE"",""retail"":127,""strict"":127},{""name"":""GAME_KEY_FIRST_EXTENDED"",""retail"":256,""strict"":256},{""name"":""GAME_KEYPAD_HOME"",""retail"":71,""strict"":71,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_7""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_UP"",""retail"":72,""strict"":72,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_8""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_PAGE_UP"",""retail"":73,""strict"":73,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_9""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_LEFT"",""retail"":75,""strict"":75,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_4""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_CENTER"",""retail"":76,""strict"":76,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_5""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_RIGHT"",""retail"":77,""strict"":77,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_6""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_END"",""retail"":79,""strict"":79,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_1""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_DOWN"",""retail"":80,""strict"":80,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_2""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_PAGE_DOWN"",""retail"":81,""strict"":81,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_3""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""},{""name"":""GAME_KEYPAD_INSERT"",""retail"":82,""strict"":82,""target"":{""file"":""include/BASE/inputManager.h"",""enum"":""InputManagerScanCode"",""name"":""INPUT_SCAN_NUMPAD_0""},""reason"":""Input handler switches on the unchanged physical keyboard scan code.""}]"
src/SOURCE/Newgame.cpp	NewGameStorageConstant	123	3	3	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""FILE_MASK_CAPACITY"",""retail"":16,""strict"":16},{""name"":""SAVED_MAP_NAME_CAPACITY"",""retail"":16,""strict"":16},{""name"":""PLAYER_LABEL_CAPACITY"",""retail"":2,""strict"":2}]"
src/SOURCE/Newgame.cpp	NewGameDialogConstant	129	12	12	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""MAP_REQUESTER_X"",""retail"":212,""strict"":212},{""name"":""MAP_REQUESTER_Y"",""retail"":9,""strict"":9},{""name"":""MAP_CHOICE_WINDOW_X"",""retail"":405,""strict"":405},{""name"":""MAP_CHOICE_WINDOW_Y"",""retail"":8,""strict"":8},{""name"":""NEW_GAME_WINDOW_X"",""retail"":190,""strict"":190},{""name"":""NEW_GAME_NETWORK_WINDOW_Y"",""retail"":4,""strict"":4},{""name"":""NEW_GAME_SINGLE_WINDOW_Y"",""retail"":33,""strict"":33},{""name"":""NEW_GAME_WINDOW_TEXT_ID"",""retail"":7,""strict"":7},{""name"":""BROKENA_MAX_HUMAN_PLAYERS"",""retail"":3,""strict"":3},{""name"":""SCENARIO_WINDOW_X"",""retail"":90,""strict"":90},{""name"":""SCENARIO_WINDOW_Y"",""retail"":4,""strict"":4},{""name"":""NEW_GAME_HELP_DIALOG_TYPE"",""retail"":4,""strict"":4}]"
src/SOURCE/Newgame.cpp	NewGameMapChoice	144	3	2	1	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""MAP_CHOICE_STANDARD"",""retail"":1,""strict"":1},{""name"":""MAP_CHOICE_EXPANSION"",""retail"":2,""strict"":2},{""name"":""MAP_CHOICE_CANCEL"",""retail"":30721,""strict"":30721,""target"":{""file"":""include/BASE/dialog.h"",""enum"":""DialogButtonId"",""name"":""DIALOG_BUTTON_1""},""reason"":""Reserved button ID carried unchanged by window records, widget selection and modal results.""}]"
src/SOURCE/Newgame.cpp	NewGamePlayerSlot	150	6	6	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""PLAYER_SLOT_FIRST"",""retail"":0,""strict"":0},{""name"":""PLAYER_SLOT_SECOND"",""retail"":1,""strict"":1},{""name"":""PLAYER_SLOT_THIRD"",""retail"":2,""strict"":2},{""name"":""PLAYER_SLOT_FOURTH"",""retail"":3,""strict"":3},{""name"":""PLAYER_SLOT_FIFTH"",""retail"":4,""strict"":4},{""name"":""PLAYER_SLOT_SIXTH"",""retail"":5,""strict"":5}]"
src/SOURCE/Newgame.cpp	NewGameMapSizeIndex	159	4	4	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""MAP_SIZE_SMALL_INDEX"",""retail"":0,""strict"":0},{""name"":""MAP_SIZE_MEDIUM_INDEX"",""retail"":1,""strict"":1},{""name"":""MAP_SIZE_LARGE_INDEX"",""retail"":2,""strict"":2},{""name"":""MAP_SIZE_XLARGE_INDEX"",""retail"":3,""strict"":3}]"
src/SOURCE/Newgame.cpp	NewGamePlayerLayout	166	57	57	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""PLAYER_AREA_WIDTH"",""retail"":372,""strict"":372},{""name"":""PLAYER_COLUMN_WIDTH"",""retail"":62,""strict"":62},{""name"":""PLAYER_FIRST_X_OFFSET"",""retail"":24,""strict"":24},{""name"":""PLAYER_MULTIPLAYER_Y_OFFSET"",""retail"":-14,""strict"":-14},{""name"":""PLAYER_SINGLE_Y_OFFSET"",""retail"":-14,""strict"":-14},{""name"":""PLAYER_HUMAN_X_OFFSET"",""retail"":13,""strict"":13},{""name"":""PLAYER_HUMAN_Y"",""retail"":343,""strict"":343},{""name"":""PLAYER_HUMAN_WIDTH"",""retail"":64,""strict"":64},{""name"":""PLAYER_HUMAN_HEIGHT"",""retail"":28,""strict"":28},{""name"":""PLAYER_HUMAN_FRAME"",""retail"":59,""strict"":59},{""name"":""PLAYER_HANDICAP_X_OFFSET"",""retail"":16,""strict"":16},{""name"":""PLAYER_HANDICAP_Y"",""retail"":340,""strict"":340},{""name"":""PLAYER_HANDICAP_WIDTH"",""retail"":62,""strict"":62},{""name"":""PLAYER_HANDICAP_HEIGHT"",""retail"":26,""strict"":26},{""name"":""PLAYER_RACE_X_OFFSET"",""retail"":11,""strict"":11},{""name"":""PLAYER_RACE_Y"",""retail"":197,""strict"":197},{""name"":""PLAYER_RACE_WIDTH"",""retail"":68,""strict"":68},{""name"":""PLAYER_SELECT_X_OFFSET"",""retail"":13,""strict"":13},{""name"":""PLAYER_SELECT_Y"",""retail"":191,""strict"":191},{""name"":""PLAYER_SELECT_WIDTH"",""retail"":68,""strict"":68},{""name"":""PLAYER_COLOR_X_OFFSET"",""retail"":16,""strict"":16},{""name"":""PLAYER_COLOR_Y"",""retail"":194,""strict"":194},{""name"":""PLAYER_COLOR_WIDTH"",""retail"":62,""strict"":62},{""name"":""PLAYER_COLOR_HEIGHT"",""retail"":58,""strict"":58},{""name"":""PLAYER_NAME_X_OFFSET"",""retail"":19,""strict"":19},{""name"":""PLAYER_NAME_Y"",""retail"":240,""strict"":240},{""name"":""PLAYER_NAME_WIDTH"",""retail"":56,""strict"":56},{""name"":""PLAYER_NAME_HEIGHT"",""retail"":9,""strict"":9},{""name"":""PLAYER_RACE_ICON_X_OFFSET"",""retail"":11,""strict"":11},{""name"":""PLAYER_RACE_ICON_Y"",""retail"":277,""strict"":277},{""name"":""PLAYER_RACE_ICON_WIDTH"",""retail"":64,""strict"":64},{""name"":""PLAYER_RACE_ICON_HEIGHT"",""retail"":47,""strict"":47},{""name"":""PLAYER_RACE_ICON_FRAME"",""retail"":61,""strict"":61},{""name"":""PLAYER_RACE_NAME_X_OFFSET"",""retail"":15,""strict"":15},{""name"":""PLAYER_RACE_NAME_Y"",""retail"":322,""strict"":322},{""name"":""PLAYER_RACE_NAME_BASE_WIDTH"",""retail"":64,""strict"":64},{""name"":""PLAYER_RACE_NAME_HEIGHT"",""retail"":24,""strict"":24},{""name"":""PLAYER_RACE_NAME_CENTER_DIVISOR"",""retail"":2,""strict"":2},{""name"":""PLAYER_RACE_NAME_NARROW_THRESHOLD"",""retail"":5,""strict"":5},{""name"":""PLAYER_RACE_NAME_HIDDEN_THRESHOLD"",""retail"":6,""strict"":6},{""name"":""PLAYER_RACE_NAME_NARROW_WIDTH"",""retail"":16,""strict"":16},{""name"":""PLAYER_RACE_NAME_WIDE_WIDTH"",""retail"":26,""strict"":26},{""name"":""PLAYER_RACE_CYCLE_X_OFFSET"",""retail"":16,""strict"":16},{""name"":""PLAYER_RACE_CYCLE_Y"",""retail"":274,""strict"":274},{""name"":""PLAYER_RACE_CYCLE_WIDTH"",""retail"":62,""strict"":62},{""name"":""PLAYER_RACE_CYCLE_HEIGHT"",""retail"":45,""strict"":45},{""name"":""PLAYER_RACE_CYCLE_FRAME"",""retail"":51,""strict"":51},{""name"":""PLAYER_WIDGET_FILL_COLOR"",""retail"":1,""strict"":1},{""name"":""SCENARIO_PLAYER_Y_OFFSET"",""retail"":34,""strict"":34},{""name"":""SCENARIO_PLAYER_HUMAN_Y"",""retail"":309,""strict"":309},{""name"":""SCENARIO_PLAYER_HANDICAP_Y"",""retail"":306,""strict"":306},{""name"":""SCENARIO_PLAYER_RACE_Y"",""retail"":163,""strict"":163},{""name"":""SCENARIO_PLAYER_COLOR_Y"",""retail"":160,""strict"":160},{""name"":""SCENARIO_PLAYER_NAME_Y"",""retail"":206,""strict"":206},{""name"":""SCENARIO_PLAYER_RACE_ICON_Y"",""retail"":243,""strict"":243},{""name"":""SCENARIO_PLAYER_RACE_NAME_Y"",""retail"":288,""strict"":288},{""name"":""SCENARIO_PLAYER_RACE_CYCLE_Y"",""retail"":240,""strict"":240}]"
src/SOURCE/Newgame.cpp	NewGameKeyEncoding	226	3	3	0	Modem/NetBIOS handshakes and new-game setup formats retain their protocol layers. Reuse physical keypad codes, generic modal IDs and the special dimming argument; player-slot ordinals and map-size selection indices retain UI domains.	"[{""name"":""KEY_SCAN_CODE_SHIFT"",""retail"":8,""strict"":8},{""name"":""KEY_SCAN_CODE_MASK"",""retail"":65280,""strict"":65280},{""name"":""KEY_ASCII_MASK"",""retail"":255,""strict"":255}]"
src/SOURCE/Overview.cpp	OverviewStorageConstant	35	6	6	0	Overview table storage, controls and per-row artwork retain their own layout. Interleaved dwelling display order differs from underlying dwelling index; do not merge these two enums.	"[{""name"":""DYNAMIC_ARRAY_BYTES"",""retail"":11200,""strict"":11200},{""name"":""OVERVIEW_TITLE_COUNT"",""retail"":3,""strict"":3},{""name"":""OVERVIEW_MINE_COUNT_CAPACITY"",""retail"":7,""strict"":7},{""name"":""OVERVIEW_TROOP_TEXT_CAPACITY"",""retail"":6,""strict"":6},{""name"":""OVERVIEW_PRIMARY_TEXT_CAPACITY"",""retail"":4,""strict"":4},{""name"":""OVERVIEW_SKILL_LEVEL_CAPACITY"",""retail"":2,""strict"":2}]"
src/SOURCE/Overview.cpp	OverviewPresentationConstant	44	5	4	1	Overview table storage, controls and per-row artwork retain their own layout. Interleaved dwelling display order differs from underlying dwelling index; do not merge these two enums.	"[{""name"":""OVERVIEW_ICON_FILL_COLOR"",""retail"":1,""strict"":1},{""name"":""OVERVIEW_FADE_STEPS"",""retail"":8,""strict"":8},{""name"":""OVERVIEW_LOOPING_SOUND_KEEP_COUNT"",""retail"":4,""strict"":4,""target"":{""file"":""include/SOURCE/advManager.h"",""enum"":""AdventureManagerStorageConstant"",""name"":""ADVMGR_ACTIVE_SOUND_COUNT""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: ADVMGR_ACTIVE_SOUND_COUNT.""},{""name"":""OVERVIEW_WINDOW_TEXT_ID"",""retail"":9,""strict"":9},{""name"":""OVERVIEW_POINTER_FRAME"",""retail"":0,""strict"":0}]"
src/SOURCE/Overview.cpp	OverviewControlId	52	54	54	0	Overview table storage, controls and per-row artwork retain their own layout. Interleaved dwelling display order differs from underlying dwelling index; do not merge these two enums.	"[{""name"":""HERO_TAB_WIDGET"",""retail"":100,""strict"":100},{""name"":""TOWN_TAB_WIDGET"",""retail"":101,""strict"":101},{""name"":""TITLE_WIDGET"",""retail"":102,""strict"":102},{""name"":""SCROLL_TRACK_WIDGET"",""retail"":110,""strict"":110},{""name"":""SCROLL_KNOB_WIDGET"",""retail"":111,""strict"":111},{""name"":""SCROLL_UP_WIDGET"",""retail"":10,""strict"":10},{""name"":""SCROLL_DOWN_WIDGET"",""retail"":11,""strict"":11},{""name"":""CLOSE_WIDGET"",""retail"":14,""strict"":14},{""name"":""RESOURCE_FIRST_WIDGET"",""retail"":30,""strict"":30},{""name"":""MINE_FIRST_WIDGET"",""retail"":20,""strict"":20},{""name"":""TOWN_TITLE_WIDGET"",""retail"":20,""strict"":20},{""name"":""HERO_TITLE_WIDGET"",""retail"":35,""strict"":35},{""name"":""DAILY_GOLD_WIDGET"",""retail"":40,""strict"":40},{""name"":""LIGHTHOUSE_WIDGET_ID_OFFSET"",""retail"":49,""strict"":49},{""name"":""OVERVIEW_COLUMN_TITLE_FIRST"",""retail"":110,""strict"":110},{""name"":""OVERVIEW_DYNAMIC_DRAW_FIRST"",""retail"":110,""strict"":110},{""name"":""OVERVIEW_SCROLL_DRAW_LAST"",""retail"":111,""strict"":111},{""name"":""ICON_ROW_BASE"",""retail"":200,""strict"":200},{""name"":""ICON_ROW_LIMIT"",""retail"":1000,""strict"":1000},{""name"":""ROW_BACKGROUND_CONTROL"",""retail"":2,""strict"":2},{""name"":""TOWN_NAME_CONTROL"",""retail"":3,""strict"":3},{""name"":""TOWN_SELECT_WIDGET"",""retail"":4,""strict"":4},{""name"":""TOWN_ARMY_FIRST"",""retail"":5,""strict"":5},{""name"":""TOWN_ARMY_LAST"",""retail"":9,""strict"":9},{""name"":""TOWN_ARMY_ALT_FIRST"",""retail"":10,""strict"":10},{""name"":""TOWN_ARMY_ALT_LAST"",""retail"":14,""strict"":14},{""name"":""TOWN_RECRUIT_FIRST"",""retail"":15,""strict"":15},{""name"":""TOWN_RECRUIT_LAST"",""retail"":26,""strict"":26},{""name"":""TOWN_RECRUIT_ALT_FIRST"",""retail"":27,""strict"":27},{""name"":""TOWN_RECRUIT_ALT_LAST"",""retail"":38,""strict"":38},{""name"":""TOWN_HERO_FIRST"",""retail"":39,""strict"":39},{""name"":""TOWN_HERO_PORTRAIT_CONTROL"",""retail"":40,""strict"":40},{""name"":""TOWN_HERO_MANA_CONTROL"",""retail"":41,""strict"":41},{""name"":""TOWN_HERO_MOBILITY_CONTROL"",""retail"":43,""strict"":43},{""name"":""TOWN_HERO_LAST"",""retail"":43,""strict"":43},{""name"":""TOWN_LOCATOR_CONTROL"",""retail"":44,""strict"":44},{""name"":""HERO_SELECT_FIRST"",""retail"":100,""strict"":100},{""name"":""HERO_PORTRAIT_CONTROL"",""retail"":101,""strict"":101},{""name"":""HERO_MOBILITY_CONTROL"",""retail"":103,""strict"":103},{""name"":""HERO_SELECT_LAST"",""retail"":103,""strict"":103},{""name"":""HERO_ARMY_FIRST"",""retail"":104,""strict"":104},{""name"":""HERO_ARMY_LAST"",""retail"":108,""strict"":108},{""name"":""HERO_ARMY_ALT_FIRST"",""retail"":109,""strict"":109},{""name"":""HERO_ARMY_ALT_LAST"",""retail"":113,""strict"":113},{""name"":""HERO_ARTIFACT_FIRST"",""retail"":114,""strict"":114},{""name"":""HERO_ARTIFACT_LAST"",""retail"":127,""strict"":127},{""name"":""HERO_ARTIFACT_FRAME_FIRST"",""retail"":128,""strict"":128},{""name"":""HERO_PRIMARY_TEXT_FIRST"",""retail"":142,""strict"":142},{""name"":""HERO_SKILL_FIRST"",""retail"":146,""strict"":146},{""name"":""HERO_SKILL_LAST"",""retail"":153,""strict"":153},{""name"":""HERO_SKILL_FRAME_FIRST"",""retail"":154,""strict"":154},{""name"":""HERO_SKILL_LEVEL_FIRST"",""retail"":162,""strict"":162},{""name"":""HERO_STAT_FIRST"",""retail"":170,""strict"":170},{""name"":""HERO_STAT_LAST"",""retail"":173,""strict"":173}]"
src/SOURCE/Overview.cpp	OverviewFrameConstant	109	3	3	0	Overview table storage, controls and per-row artwork retain their own layout. Interleaved dwelling display order differs from underlying dwelling index; do not merge these two enums.	"[{""name"":""OVERVIEW_TITLE_FRAME_BASE"",""retail"":6,""strict"":6},{""name"":""TOWN_TAB_SELECTED_FRAME"",""retail"":3,""strict"":3},{""name"":""TOWN_TAB_UNSELECTED_FRAME"",""retail"":2,""strict"":2}]"
src/SOURCE/Overview.cpp	OverviewScrollConstant	115	17	17	0	Overview table storage, controls and per-row artwork retain their own layout. Interleaved dwelling display order differs from underlying dwelling index; do not merge these two enums.	"[{""name"":""SCROLL_KNOB_STATIC_Y"",""retail"":169,""strict"":169},{""name"":""SCROLL_MIN_Y"",""retail"":18,""strict"":18},{""name"":""SCROLL_RANGE"",""retail"":304,""strict"":304},{""name"":""SCROLL_KNOB_OFFSET"",""retail"":9,""strict"":9},{""name"":""SCROLL_LAST_PIXEL_ADJUST"",""retail"":1,""strict"":1},{""name"":""SCROLL_SCALE"",""retail"":100,""strict"":100},{""name"":""SCROLL_TRACK_PIXEL_COUNT"",""retail"":321,""strict"":321},{""name"":""SCROLL_SCALED_TRACK_RANGE"",""retail"":32100,""strict"":32100},{""name"":""SCROLL_KNOB_X"",""retail"":629,""strict"":629},{""name"":""SCROLL_KNOB_Y"",""retail"":18,""strict"":18},{""name"":""SCROLL_KNOB_WIDTH"",""retail"":8,""strict"":8},{""name"":""SCROLL_KNOB_HEIGHT"",""retail"":17,""strict"":17},{""name"":""SCROLL_KNOB_FRAME"",""retail"":4,""strict"":4},{""name"":""SCROLL_UPDATE_X"",""retail"":627,""strict"":627},{""name"":""SCROLL_UPDATE_Y"",""retail"":17,""strict"":17},{""name"":""SCROLL_UPDATE_WIDTH"",""retail"":11,""strict"":11},{""name"":""SCROLL_UPDATE_HEIGHT"",""retail"":322,""strict"":322}]"
src/SOURCE/Overview.cpp	OverviewRowLayout	135	23	23	0	Overview table storage, controls and per-row artwork retain their own layout. Interleaved dwelling display order differs from underlying dwelling index; do not merge these two enums.	"[{""name"":""ROW_BACKGROUND_X"",""retail"":30,""strict"":30},{""name"":""ROW_BACKGROUND_Y_OFFSET"",""retail"":17,""strict"":17},{""name"":""ROW_BACKGROUND_WIDTH"",""retail"":594,""strict"":594},{""name"":""ROW_BACKGROUND_HEIGHT"",""retail"":82,""strict"":82},{""name"":""ROW_BACKGROUND_FRAME_BASE"",""retail"":10,""strict"":10},{""name"":""OVERVIEW_TITLE_Y"",""retail"":3,""strict"":3},{""name"":""OVERVIEW_TITLE_HEIGHT"",""retail"":12,""strict"":12},{""name"":""ROW_DYNAMIC_UPDATE_X"",""retail"":30,""strict"":30},{""name"":""ROW_DYNAMIC_UPDATE_Y"",""retail"":16,""strict"":16},{""name"":""ROW_DYNAMIC_UPDATE_WIDTH"",""retail"":610,""strict"":610},{""name"":""ROW_DYNAMIC_UPDATE_HEIGHT"",""retail"":341,""strict"":341},{""name"":""TROOP_ICON_WIDTH"",""retail"":42,""strict"":42},{""name"":""TROOP_ICON_HEIGHT"",""retail"":40,""strict"":40},{""name"":""TROOP_TEXT_WIDTH"",""retail"":40,""strict"":40},{""name"":""TROOP_TEXT_HEIGHT"",""retail"":12,""strict"":12},{""name"":""DETAIL_COLUMN_STRIDE"",""retail"":35,""strict"":35},{""name"":""DETAIL_ROW_STRIDE"",""retail"":42,""strict"":42},{""name"":""DETAIL_FRAME_WIDTH"",""retail"":34,""strict"":34},{""name"":""DETAIL_FRAME_HEIGHT"",""retail"":34,""strict"":34},{""name"":""DETAIL_FRAME_ICON"",""retail"":12,""strict"":12},{""name"":""DETAIL_ICON_WIDTH"",""retail"":32,""strict"":32},{""name"":""DETAIL_ICON_HEIGHT"",""retail"":32,""strict"":32},{""name"":""DETAIL_ICON_WIDGET_COUNT"",""retail"":2,""strict"":2}]"
src/SOURCE/Overview.cpp	OverviewTownRowLayout	161	32	32	0	Overview table storage, controls and per-row artwork retain their own layout. Interleaved dwelling display order differs from underlying dwelling index; do not merge these two enums.	"[{""name"":""TOWN_NAME_X"",""retail"":35,""strict"":35},{""name"":""TOWN_NAME_Y_OFFSET"",""retail"":80,""strict"":80},{""name"":""TOWN_NAME_WIDTH"",""retail"":132,""strict"":132},{""name"":""TOWN_NAME_HEIGHT"",""retail"":10,""strict"":10},{""name"":""TOWN_ICON_X"",""retail"":47,""strict"":47},{""name"":""TOWN_ICON_Y_OFFSET"",""retail"":36,""strict"":36},{""name"":""TOWN_ICON_WIDTH"",""retail"":46,""strict"":46},{""name"":""TOWN_ICON_HEIGHT"",""retail"":22,""strict"":22},{""name"":""TOWN_UNFORTIFIED_FRAME_OFFSET"",""retail"":6,""strict"":6},{""name"":""TOWN_LOCATOR_X"",""retail"":42,""strict"":42},{""name"":""TOWN_LOCATOR_Y_OFFSET"",""retail"":31,""strict"":31},{""name"":""TOWN_LOCATOR_FRAME"",""retail"":24,""strict"":24},{""name"":""TOWN_HERO_FRAME_X"",""retail"":112,""strict"":112},{""name"":""TOWN_HERO_FRAME_Y_OFFSET"",""retail"":36,""strict"":36},{""name"":""TOWN_HERO_FRAME_WIDTH"",""retail"":46,""strict"":46},{""name"":""TOWN_HERO_FRAME_HEIGHT"",""retail"":22,""strict"":22},{""name"":""TOWN_HERO_PORTRAIT_X"",""retail"":107,""strict"":107},{""name"":""TOWN_HERO_PORTRAIT_Y_OFFSET"",""retail"":31,""strict"":31},{""name"":""TOWN_HERO_PORTRAIT_WIDTH"",""retail"":51,""strict"":51},{""name"":""TOWN_HERO_PORTRAIT_HEIGHT"",""retail"":27,""strict"":27},{""name"":""TOWN_MOBILITY_X"",""retail"":112,""strict"":112},{""name"":""TOWN_MOBILITY_Y_OFFSET"",""retail"":36,""strict"":36},{""name"":""TOWN_MANA_X"",""retail"":151,""strict"":151},{""name"":""TOWN_MANA_Y_OFFSET"",""retail"":36,""strict"":36},{""name"":""CAPTAIN_MANA_LOW"",""retail"":10,""strict"":10},{""name"":""CAPTAIN_MANA_HIGH"",""retail"":20,""strict"":20},{""name"":""TOWN_TROOP_COLUMN_STRIDE"",""retail"":41,""strict"":41},{""name"":""TOWN_TROOP_FIRST_X"",""retail"":173,""strict"":173},{""name"":""TOWN_TROOP_ICON_Y_OFFSET"",""retail"":35,""strict"":35},{""name"":""TOWN_TROOP_TEXT_Y_OFFSET"",""retail"":81,""strict"":81},{""name"":""TOWN_DWELLING_FIRST_X"",""retail"":378,""strict"":378},{""name"":""TOWN_DWELLING_BUILDING_BIT_BASE"",""retail"":19,""strict"":19}]"
